,Investigation Type,Event Date,Location,Country,Airport Name,Injury Severity,Aircraft Damage,Make,Model,Amateur Built,Number Of Engines,Engine Type,Purpose Of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase Of Flight,Total Passengers,Make-Model
79425,Accident,2017-01-11,"Green Bay, WI",United States,GREEN BAY-AUSTIN STRAUBEL INTL,Non-Fatal,Substantial,Cessna,182T,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna 182T
79435,Accident,2017-01-14,"Coalinga, CA",United States,AGRO-WEST,Non-Fatal,Substantial,Beech,B200,No,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Beech B200
79475,Accident,2017-01-27,"West Palm Beach, FL",United States,Palm Beach Int.,Non-Fatal,Substantial,Beech,200,No,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Beech 200
79498,Accident,2017-02-03,"Ellendale, MN",United States,Unknown,Non-Fatal,Substantial,Mooney,M20C,No,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Unknown,1.0,Mooney M20C
79584,Accident,2017-02-25,"Waukesha, WI",United States,Waukesha County Airport,Non-Fatal,Substantial,Cessna,340A,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,IMC,Unknown,1.0,Cessna 340A
79592,Accident,2017-02-27,"Bellingham, WA",United States,BELLINGHAM INTL,Non-Fatal,Substantial,Socata,TBM700,No,1.0,Turbo Prop,Business,0.0,0.0,0.0,1.0,IMC,Unknown,1.0,Socata TBM700
79597,Accident,2017-02-28,"Prentiss, MS",United States,PRENTISS-JEFFERSON DAVIS COUNT,Non-Fatal,Substantial,Air Tractor Inc,AT 802,No,1.0,Turbo Prop,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Air Tractor Inc AT 802
79605,Accident,2017-03-02,"Ft Lauderdale, FL",United States,FORT LAUDERDALE EXECUTIVE,Non-Fatal,Substantial,Cessna,340,No,2.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna 340
79626,Accident,2017-03-07,"Laramie, WY",United States,LARAMIE RGNL,Non-Fatal,Substantial,Cirrus Design Corp,SR22,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Cirrus Design Corp SR22
79637,Accident,2017-03-11,"Reno, NV",United States,RENO/TAHOE INTL,Non-Fatal,Substantial,Piper,AEROSTAR 602P,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Piper AEROSTAR 602P
79683,Accident,2017-03-24,"Marietta, GA",United States,Unknown,Fatal,Destroyed,Cessna,500,No,2.0,Turbo Fan,Business,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,Cessna 500
79713,Accident,2017-04-01,"Key Largo, FL",United States,Unknown,Non-Fatal,Substantial,Icon Aircraft Inc,A5,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Icon Aircraft Inc A5
79725,Accident,2017-04-05,"Detroit Lakes, MN",United States,Detroit Lakes Airport,Non-Fatal,Substantial,Cessna,T210M,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna T210M
79735,Accident,2017-04-07,"Greensburg, IN",United States,Greensburg Municipal Airport,Non-Fatal,Substantial,Piper,PA-22-135,No,1.0,Reciprocating,Business,0.0,1.0,0.0,2.0,VMC,Unknown,3.0,Piper PA-22-135
79769,Accident,2017-04-15,"Richfield, UT",United States,RICHFIELD MUNI,Non-Fatal,Substantial,Raytheon Aircraft Company,B200,No,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Raytheon Aircraft Company B200
79779,Accident,2017-04-17,"Cascais, Portugal",Portugal,Cascais Municipal Aerodrome,Fatal,Destroyed,Piper,PA31T,No,2.0,Turbo Prop,Business,4.0,0.0,0.0,0.0,VMC,Unknown,4.0,Piper PA31T
79809,Accident,2017-04-25,"Huntsville, TX",United States,Unknown,Fatal,Destroyed,Cessna,421C,No,2.0,Reciprocating,Flight Test,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,Cessna 421C
79868,Accident,2017-05-08,"Lake Berryessa, CA",United States,Unknown,Fatal,Substantial,Icon Aircraft Inc,A5,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,Icon Aircraft Inc A5
79903,Accident,2017-05-15,"Teterboro, NJ",United States,Teterboro,Fatal,Destroyed,Learjet,35A,No,2.0,Turbo Fan,Positioning,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,Learjet 35A
79997,Accident,2017-06-03,"San Carlos, CA",United States,SAN CARLOS,Non-Fatal,Substantial,Cessna,T182,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Cessna T182
80231,Accident,2017-07-11,"Friday Harbor, WA",United States,FRIDAY HARBOR,Non-Fatal,Substantial,Cessna,170,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna 170
80234,Accident,2017-07-13,"Tyler, TX",United States,Tyler-Pounds Regional,Fatal,Destroyed,Piper,PA31T,No,2.0,Turbo Prop,Business,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,Piper PA31T
80468,Accident,2017-08-18,"Aniak, AK",United States,ANIAK,Non-Fatal,Substantial,Cessna,A185,No,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,Unknown,4.0,Cessna A185
80529,Accident,2017-08-28,"Ellabell, GA",United States,Unknown,Fatal,Destroyed,Beech,A36,No,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,VMC,Unknown,3.0,Beech A36
80548,Accident,2017-09-01,"Harpswell, ME",United States,Unknown,Non-Fatal,Substantial,Cessna,U206,No,1.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,Cessna U206
80571,Accident,2017-09-04,"Kodiak, AK",United States,TRIDENT BASIN,Non-Fatal,Substantial,Cessna,U206G,No,1.1114300626304803,Unknown,Business,0.0,0.0,0.0,4.0,VMC,Unknown,4.0,Cessna U206G
80591,Accident,2017-09-09,"Whitesburg, GA",United States,LYONS LANDING,Non-Fatal,Substantial,Mooney,M20J,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Mooney M20J
80596,Accident,2017-09-09,"McKinney, TX",United States,McKinney National,Non-Fatal,Substantial,Cessna,340,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna 340
80680,Accident,2017-09-25,"Tamuning,",United States,GUAM INTERNATIONAL AIRPORT,Non-Fatal,Substantial,Cessna,172P,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Cessna 172P
80863,Accident,2017-11-12,"Grayslake, IL",United States,CAMPBELL,Non-Fatal,Substantial,Cessna,T210N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Unknown,1.0,Cessna T210N
81030,Accident,2017-12-27,"Michigan City, IN",United States,Michigan City Municipal Airpor,Non-Fatal,Substantial,Cessna,525A,No,2.0,Turbo Fan,Positioning,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,Cessna 525A
81059,Accident,2018-01-12,"Elko, NV",United States,Unknown,Fatal,Destroyed,Piper,PA 23-250,No,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,UNK,Unknown,1.0,Piper PA 23-250
81122,Accident,2018-01-29,"Farmington, PA",United States,Unknown,Non-Fatal,Substantial,Cessna,P210N,No,1.0,Reciprocating,Business,0.0,1.0,0.0,0.0,IMC,Unknown,1.0,Cessna P210N
81157,Accident,2018-02-08,"Batesville, AR",United States,BATESVILLE RGNL,Non-Fatal,Substantial,Beech,35,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Beech 35
81207,Accident,2018-02-23,"Rossville, IN",United States,Unknown,Fatal,Destroyed,Cessna,441,No,1.1114300626304803,Turbo Prop,Business,3.0,0.0,0.0,0.0,IMC,Unknown,3.0,Cessna 441
81218,Accident,2018-02-25,"Newtok, AK",United States,NEWTOK,Non-Fatal,Substantial,Cessna,207,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna 207
81280,Accident,2018-03-13,"Orlando, FL",United States,KISSIMMEE GATEWAY,Non-Fatal,Substantial,Cessna,T210,No,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna T210
81498,Accident,2018-05-05,"Sisters, OR",United States,SISTERS EAGLE AIR,Non-Fatal,Substantial,Beech,58,No,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Beech 58
81515,Accident,2018-05-06,"Gainesville, GA",United States,LEE GILMER MEMORIAL,Non-Fatal,Substantial,Beech,58,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Beech 58
81592,Accident,2018-05-22,"Tegucigalpa, Honduras",Honduras,Toncontin International,Non-Fatal,Substantial,Israel Aircraft Industries,GULFSTREAM 200,No,2.0,Unknown,Executive/corporate,0.0,6.0,0.0,0.0,VMC,Unknown,6.0,Israel Aircraft Industries GULFSTREAM 200
81719,Accident,2018-06-13,"Springfield Township, NJ",United States,Unknown,Fatal,Destroyed,Raytheon Aircraft Company,58,No,2.0,Reciprocating,Positioning,2.0,0.0,0.0,0.0,IMC,Unknown,2.0,Raytheon Aircraft Company 58
81838,Accident,2018-07-01,"Miami, FL",United States,Miami,Non-Fatal,Substantial,Cessna,A185,No,1.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,Cessna A185
81974,Accident,2018-07-23,"Tulsa, OK",United States,TULSA INTL,Non-Fatal,Substantial,Cessna,560,No,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna 560
81976,Accident,2018-07-23,"Cork, Ireland",Ireland,Unknown,Non-Fatal,Substantial,Cessna,750,No,2.0,Turbo Fan,Business,0.0,0.0,0.0,8.0,Unknown,Unknown,8.0,Cessna 750
82067,Accident,2018-08-05,"Santa Ana, CA",United States,JOHN WAYNE AIRPORT-ORANGE COUN,Fatal,Destroyed,Cessna,414,No,2.0,Reciprocating,Business,5.0,0.0,0.0,0.0,VMC,Unknown,5.0,Cessna 414
82088,Accident,2018-08-09,"Raton, NM",United States,Raton Muni/Crews Field,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Piper PA18
82163,Accident,2018-08-20,"McGrath, AK",United States,Unknown,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Piper PA18
82210,Accident,2018-08-28,"Hartford, CT",United States,HARTFORD-BRAINARD,Non-Fatal,Substantial,Piper,PA46,No,1.0,Turbo Prop,Business,0.0,0.0,0.0,4.0,VMC,Unknown,4.0,Piper PA46
82232,Accident,2018-08-31,"Burgas, Bulgaria",Bulgaria,Burgas,Non-Fatal,Substantial,Cessna,680,No,1.1114300626304803,Unknown,Business,0.0,0.0,0.0,3.0,Unknown,Unknown,3.0,Cessna 680
82257,Accident,2018-09-03,"Burbank, CA",United States,Bob Hope,Non-Fatal,Substantial,Beech,200,No,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Beech 200
82276,Accident,2018-09-06,"Laramie, WY",United States,Unknown,Non-Fatal,Substantial,Cessna,T310,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna T310
82277,Accident,2018-09-06,"Port Huron, MI",United States,St. Clair County Int'l Airport,Fatal,Substantial,Cessna,340A,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,Cessna 340A
82361,Accident,2018-09-25,"Oscoda, MI",United States,Oscoda-Wurtsmith Airport,Fatal,Destroyed,Beech,200,No,2.0,Turbo Prop,Business,1.0,0.0,0.0,0.0,IMC,Unknown,1.0,Beech 200
82391,Accident,2018-10-01,"Keokuk, IA",United States,Keokuk Muni,Non-Fatal,Substantial,Cessna,340,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,IMC,Unknown,3.0,Cessna 340
82407,Accident,2018-10-04,"Wagoner, OK",United States,Hefner-Easley,Non-Fatal,Substantial,Cessna,205,No,1.0,Reciprocating,Flight Test,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,Cessna 205
82426,Accident,2018-10-08,"Rolla, MO",United States,ROLLA DOWNTOWN,Non-Fatal,Substantial,Cessna,188,No,1.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,Cessna 188
82438,Accident,2018-10-11,"Anchorage, AK",United States,Sleepers Strip,Non-Fatal,Substantial,Cessna,207,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna 207
82486,Accident,2018-10-20,"East Moriches, NY",United States,LUFKER,Non-Fatal,Substantial,Piper,PA28,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Piper PA28
82597,Accident,2018-11-18,"Harmon, ND",United States,Unknown,Fatal,Destroyed,Cessna,441,No,2.0,Turbo Prop,Positioning,3.0,0.0,0.0,0.0,VMC,Unknown,3.0,Cessna 441
82623,Accident,2018-11-27,"Santa Fe, NM",United States,Santa Fe Municipal,Fatal,Destroyed,Mooney,M20C,No,1.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,Mooney M20C
82638,Accident,2018-11-30,"Memphis, IN",United States,Unknown,Fatal,Destroyed,Cessna,525,No,2.0,Turbo Fan,Business,3.0,0.0,0.0,0.0,IMC,Unknown,3.0,Cessna 525
82679,Accident,2018-12-15,"Key West, FL",United States,KEY WEST INTL,Non-Fatal,Substantial,Learjet,35,No,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,4.0,Unknown,Unknown,4.0,Learjet 35
82680,Accident,2018-12-16,"Riggins, ID",United States,Buffalo Hump (Concord) private,Non-Fatal,Substantial,Cessna,170,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna 170
82769,Accident,2019-01-21,"Kidron, OH",United States,Stoltzfus Airfield,Fatal,Substantial,Douglas,DC3C,No,2.0,Turbo Prop,Positioning,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,Douglas DC3C
82770,Accident,2019-01-21,"Chignik Lagoon, AK",United States,CHIGNIK LAGOON,Non-Fatal,Substantial,Piper,PA31,No,2.0,Reciprocating,Other Work Use,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Piper PA31
82802,Accident,2019-01-30,"Kake, AK",United States,Kake Airport,Fatal,Destroyed,Beech,200,No,1.1114300626304803,Turbo Prop,Business,3.0,0.0,0.0,0.0,VMC,Unknown,3.0,Beech 200
82831,Accident,2019-02-11,"Richmond, IN",United States,Richmond Muni,Non-Fatal,Substantial,Beech,400,No,2.0,Turbo Fan,Business,0.0,0.0,0.0,3.0,IMC,Unknown,3.0,Beech 400
82852,Accident,2019-02-20,"Tulsa, OK",United States,RICHARD LLOYD JONES JR,Non-Fatal,Substantial,Cirrus,SR22,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cirrus SR22
82862,Accident,2019-02-22,"Stallion Springs, CA",United States,Unknown,Fatal,Destroyed,Beech,D55,No,2.0,Reciprocating,Business,3.0,0.0,0.0,0.0,UNK,Unknown,3.0,Beech D55
82864,Accident,2019-02-22,"Colby, KS",United States,Shalz Field Airport,Non-Fatal,Substantial,Beech,65,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,IMC,Unknown,1.0,Beech 65
82904,Accident,2019-03-07,"Wyndmere, ND",United States,Unknown,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Piper PA18
82910,Accident,2019-03-08,"Orlando, FL",United States,Leesburg Intl,Non-Fatal,Substantial,Piper,PA31,No,2.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,Unknown,Unknown,1.0,Piper PA31
82928,Accident,2019-03-11,"Rio Pardo, State of Rio Grande do sul, Brazil, Brazil",Brazil,Unknown,Fatal,Substantial,Cessna,188,No,1.1114300626304803,Unknown,Other Work Use,1.0,0.0,0.0,0.0,Unknown,Unknown,1.0,Cessna 188
82931,Accident,2019-03-12,"Latrobe, PA",United States,Arnold Palmer Rgnl,Non-Fatal,Substantial,Beech,A100,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,4.0,VMC,Unknown,4.0,Beech A100
82944,Accident,2019-03-15,"Moberly, MO",United States,Omar N Bradley,Non-Fatal,Substantial,Piper,PA 11,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Piper PA 11
82951,Accident,2019-03-17,"Plain City, OH",United States,Unknown,Fatal,Destroyed,Cessna,421,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Unknown,1.0,Cessna 421
82975,Accident,2019-03-24,"Philadelphia, PA",United States,NORTHEAST PHILADELPHIA,Non-Fatal,Substantial,Cessna,T310,No,2.0,Reciprocating,Other Work Use,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Cessna T310
83075,Accident,2019-04-22,"Kerrville, TX",United States,Kerrville Muni/Louis Schreiner,Fatal,Substantial,Beech,58,No,2.0,Reciprocating,Business,6.0,0.0,0.0,0.0,IMC,Unknown,6.0,Beech 58
83164,Accident,2019-05-08,"Moose Lake, MN",United States,Moose Lake Carlton County Airp,Fatal,Substantial,Mooney,M20J,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Unknown,1.0,Mooney M20J
83178,Accident,2019-05-12,"Northway, AK",United States,Northway,Non-Fatal,Substantial,Cessna,A185,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna A185
83182,Accident,2019-05-13,"Frankfort, MI",United States,Unknown,Fatal,Substantial,Beech,V35,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,Beech V35
83233,Accident,2019-05-24,"Atlantic Ocean, AO",United States,Unknown,Fatal,Destroyed,Cessna,560,No,2.0,Turbo Fan,Positioning,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,Cessna 560
83302,Accident,2019-06-05,"Paducah, TX",United States,Paducah,Non-Fatal,Substantial,Piper,PA 11,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Piper PA 11
83439,Accident,2019-06-27,"Janesville, WI",United States,Unknown,Non-Fatal,Minor,Cessna,560,No,2.0,Turbo Jet,Business,0.0,1.0,1.0,2.0,VMC,Unknown,4.0,Cessna 560
83523,Accident,2019-07-09,"Sidney, NE",United States,Sidney Municipal,Non-Fatal,Substantial,Beech,65,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Beech 65
83619,Accident,2019-07-22,"Boise, ID",United States,Boise Air Terminal/Gowen Field,Non-Fatal,Substantial,Cessna,402,No,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Cessna 402
83647,Accident,2019-07-27,"Sparta, TN",United States,UPPER CUMBERLAND RGNL,Non-Fatal,Substantial,Piper,PA46,No,1.0,Reciprocating,Business,0.0,0.0,0.0,7.0,VMC,Unknown,7.0,Piper PA46
83677,Accident,2019-08-01,"Novato, CA",United States,Gnoss Field,Non-Fatal,Substantial,Cessna,P210,No,1.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna P210
83680,Accident,2019-08-01,"Kenai, AK",United States,DRIFT RIVER,Non-Fatal,Substantial,Douglas,DC3C,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Douglas DC3C
83692,Accident,2019-08-04,"De Queen, AR",United States,J LYNN HELMS SEVIER COUNTY,Fatal,Substantial,Cessna,310,No,2.0,Reciprocating,Flight Test,1.0,0.0,1.0,0.0,VMC,Unknown,2.0,Cessna 310
83716,Accident,2019-08-08,"Sumner, IA",United States,Unknown,Fatal,Destroyed,Air Tractor,AT502,No,1.0,Turbo Prop,Positioning,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,Air Tractor AT502
83841,Accident,2019-08-29,"Olney, TX",United States,Olney Municipal Airport,Non-Fatal,Substantial,Air Tractor,AT502,No,1.0,Turbo Prop,Business,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,Air Tractor AT502
83963,Accident,2019-09-19,"Torrance, CA",United States,Zamperini Field,Fatal,Destroyed,Cessna,177,No,1.0,Reciprocating,Other Work Use,1.0,0.0,1.0,0.0,VMC,Unknown,2.0,Cessna 177
84011,Accident,2019-10-03,"Lansing, MI",United States,Capital Region International,Fatal,Substantial,Socata,TBM 700,No,1.0,Turbo Prop,Business,5.0,0.0,1.0,0.0,IMC,Unknown,6.0,Socata TBM 700
84018,Accident,2019-10-05,"Kokomo, IN",United States,Kokomo Municipal Airport,Fatal,Destroyed,Piper,AEROSTAR 602P,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,Piper AEROSTAR 602P
84143,Accident,2019-10-31,"Ocala, FL",United States,Ocala Intl-Jim Taylor Field,Fatal,Destroyed,Beech,58,No,2.0,Reciprocating,Flight Test,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,Beech 58
84144,Accident,2019-10-31,"New Braunfels, TX",United States,Unknown,Non-Fatal,Minor,Beech,200,No,2.0,Turbo Prop,Business,0.0,0.0,1.0,1.0,VMC,Unknown,2.0,Beech 200
84187,Accident,2019-11-11,"Goodnews Bay, AK",United States,Unknown,Non-Fatal,Substantial,Piper,PA32R,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Piper PA32R
84281,Accident,2019-12-15,"New Market, VA",United States,New Market Airport,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Piper PA18
84290,Accident,2019-12-18,"Scotts Bluff, NE",United States,Unknown,Non-Fatal,Substantial,Cessna,525A,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,5.0,VMC,Unknown,5.0,Cessna 525A
84353,Accident,2020-01-04,"Morristown, NJ",United States,Morristown Muni,Non-Fatal,Substantial,Beech,200,No,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,9.0,IMC,Unknown,9.0,Beech 200
84479,Accident,2020-02-12,"Benbrook, TX",United States,Unknown,Non-Fatal,Substantial,Cessna,560,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna 560
84480,Accident,2020-02-12,"Barnstable, MA",United States,Barnstable Muni-Boardman/Polan,Non-Fatal,Substantial,Cessna,402,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna 402
84485,Accident,2020-02-13,"Broomfield, CO",United States,Rocky Mountain Metropolitan,Non-Fatal,Substantial,Piaggio,P180,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,4.0,IMC,Unknown,4.0,Piaggio P180
84523,Accident,2020-02-23,"Augusta, GA",United States,Daniel Field,Non-Fatal,Substantial,Beech,58,No,2.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,Beech 58
84548,Accident,2020-02-29,"Altoona, PA",United States,Altoona-Blair County,Non-Fatal,Substantial,Learjet,35,No,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,2.0,IMC,Unknown,2.0,Learjet 35
84613,Accident,2020-03-22,"Soldotna, AK",United States,SOLDOTNA,Non-Fatal,Substantial,Cessna,175,No,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna 175
84691,Accident,2020-04-23,"Mesquite, TX",United States,Mesquite Metro,Non-Fatal,Substantial,Pilatus,PC12,No,1.0,Turbo Prop,Business,0.0,0.0,1.0,0.0,VMC,Unknown,1.0,Pilatus PC12
84710,Accident,2020-04-30,"Hemet, CA",United States,Unknown,Fatal,Substantial,Piper,PA-23-250,No,2.0,Reciprocating,Other Work Use,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,Piper PA-23-250
84768,Accident,2020-05-18,"Knoxville, TN",United States,Mc Ghee Tyson Airport,Non-Fatal,Substantial,Beech,F90,No,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Beech F90
84818,Accident,2020-06-01,"Batavia, NY",United States,Genesee County,Non-Fatal,Substantial,Beech,36,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Beech 36
84821,Accident,2020-06-02,"San Juan, PR",United States,Fernando Luis Ribas Dominicci,Fatal,Substantial,Piper,PA23,No,2.0,Reciprocating,Flight Test,2.0,0.0,1.0,0.0,VMC,Unknown,3.0,Piper PA23
84889,Accident,2020-06-14,"Lynden, WA",United States,LYNDEN MUNICIPAL AIRPORT JANSE,Non-Fatal,Substantial,Cessna,177RG,No,1.0,Reciprocating,Positioning,0.0,1.0,1.0,2.0,VMC,Unknown,4.0,Cessna 177RG
84991,Accident,2020-07-05,"Coeur d'Alene, ID",United States,Unknown,Fatal,Destroyed,De Havilland,DHC-2,No,1.1114300626304803,Unknown,Business,8.0,0.0,0.0,0.0,VMC,Unknown,8.0,De Havilland DHC-2
85099,Accident,2020-07-25,"San Antonio, TX",United States,STINSON MUNI,Fatal,Destroyed,Piper,PA28,No,1.0,Reciprocating,Business,1.0,0.0,2.0,0.0,Unknown,Unknown,3.0,Piper PA28
85126,Accident,2020-07-30,"Ennis, MT",United States,Unknown,Fatal,Substantial,Cessna,337,No,2.0,Reciprocating,Business,1.0,0.0,2.0,0.0,VMC,Unknown,3.0,Cessna 337
85231,Accident,2020-08-20,"Rockford, IL",United States,Chicago/Rockford Intl,Fatal,Destroyed,Beech,200,No,2.0,Turbo Prop,Positioning,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,Beech 200
85283,Accident,2020-08-30,"Lime Village, AK",United States,Unknown,Non-Fatal,Substantial,Cessna,A185,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Cessna A185
85310,Accident,2020-09-07,"Whitmore, AZ",United States,Grand Canyon Bar Ten Airstrip,Non-Fatal,Substantial,Cessna,208,No,1.0,Turbo Prop,Other Work Use,0.0,0.0,0.0,8.0,VMC,Unknown,8.0,Cessna 208
85363,Accident,2020-09-19,"Fort Lauderdale, FL",United States,Fort Lauderdale Executive,Non-Fatal,Substantial,Piper,PA31,No,2.0,Unknown,Business,0.0,0.0,0.0,8.0,VMC,Unknown,8.0,Piper PA31
85523,Accident,2020-10-22,"Xenia, OH",United States,Greene County  Lewis A. Jacks,Non-Fatal,Substantial,Cirrus,SR22,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Cirrus SR22
85540,Accident,2020-10-27,"Richland, WA",United States,Richland Airport,Non-Fatal,Substantial,Cessna,A185,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna A185
